,quality,quality,utility,utility,indistinguishability,indistinguishability,similarity,similarity
,mean,std,mean,std,mean,std,mean,std
generator,,,,,,,,
Transferred local differences,0.9854638094556222,0.008338348410824616,0.08948051948051985,0.08974016576761304,0.0,0.0,0.003878799959090988,0.001462204296982273
SMOTE interpolation,0.9842814234819791,0.007354104624146116,0.0741119356833643,0.06283312197681432,0.0,0.0,0.0005421914376754695,0.0005071736494560009
