,quality,quality,utility,utility,indistinguishability,indistinguishability,similarity,similarity
,mean,std,mean,std,mean,std,mean,std
generator,,,,,,,,
Transferred local differences,1.0,0.0,0.8554882221251612,0.060522444521688576,0.5772,0.015159980211068833,0.24744119365910994,0.007876224040866707
SMOTE interpolation,1.0,0.0,0.5620538008221666,0.24701655015374635,0.22490000000000002,0.010696962185592655,0.17671955357684896,0.015543068543382558
